population,cycle,hamming_weight,a_sh0_r,a_sh1_r,b_sh0_r,b_sh1_r,term_sh0,term_cross01,term_cross10,term_sh1,t0_sh0,t0_sh1
0,17038,10,1,1,1,1,1,1,1,1,1,1
0,17039,6,1,1,0,0,0,0,0,0,1,1
0,17040,12,1,1,1,1,1,1,1,1,1,1
0,17041,6,0,0,1,1,0,0,0,0,1,1
0,17042,4,0,0,0,0,0,0,0,0,1,1
0,17043,6,0,0,1,1,0,0,0,0,1,1
0,17044,2,0,0,0,0,0,0,0,0,0,0
0,17045,2,1,1,0,0,0,0,0,0,0,0
0,17046,0,0,0,0,0,0,0,0,0,0,0
0,17047,0,0,0,0,0,0,0,0,0,0,0
0,17048,0,0,0,0,0,0,0,0,0,0,0
0,17049,0,0,0,0,0,0,0,0,0,0,0
0,17050,2,0,0,0,0,0,0,0,0,1,1
0,17051,4,0,0,1,1,0,0,0,0,0,0
0,17052,4,0,0,1,1,0,0,0,0,1,1
0,17053,4,0,0,1,1,0,0,0,0,0,0
0,17054,0,0,0,0,0,0,0,0,0,0,0
0,17055,2,0,0,0,0,0,0,0,0,1,1
0,17056,6,1,1,0,0,0,0,0,0,1,1
0,17057,10,1,1,1,1,1,1,1,1,0,0
0,17058,2,1,1,0,0,0,0,0,0,0,0
0,17059,4,0,0,1,1,0,0,0,0,1,1
0,17060,6,0,0,1,1,0,0,0,0,1,1
0,17061,4,1,1,0,0,0,0,0,0,0,0
0,17062,8,1,1,1,1,1,1,1,1,0,0
0,17063,0,0,0,0,0,0,0,0,0,0,0
0,17064,2,1,1,0,0,0,0,0,0,0,0
0,17065,4,1,1,0,0,0,0,0,0,1,1
0,17066,4,0,0,0,0,0,0,0,0,1,1
0,17067,6,0,0,1,1,0,0,0,0,1,1
0,17068,4,1,1,0,0,0,0,0,0,0,0
0,17069,4,0,0,1,1,0,0,0,0,1,1
0,17070,6,0,0,1,1,0,0,0,0,1,1
0,17071,6,0,0,1,1,0,0,0,0,1,1
0,17072,2,0,0,0,0,0,0,0,0,0,0
0,17073,0,0,0,0,0,0,0,0,0,0,0
0,17074,0,0,0,0,0,0,0,0,0,0,0
0,17075,10,1,1,1,1,1,1,1,1,1,1
0,17076,6,0,0,1,1,0,0,0,0,1,1
0,17077,6,0,0,1,1,0,0,0,0,1,1
0,17078,12,1,1,1,1,1,1,1,1,1,1
0,17079,12,1,1,1,1,1,1,1,1,1,1
0,17080,12,1,1,1,1,1,1,1,1,1,1
0,17081,4,1,1,0,0,0,0,0,0,0,0
0,17082,2,0,0,1,1,0,0,0,0,0,0
0,17083,10,1,1,1,1,1,1,1,1,1,1
0,17084,4,0,0,1,1,0,0,0,0,0,0
0,17085,0,0,0,0,0,0,0,0,0,0,0
0,17086,4,0,0,1,1,0,0,0,0,1,1
0,17087,10,1,1,1,1,1,1,1,1,0,0
0,17088,4,1,1,0,0,0,0,0,0,1,1
0,17089,6,0,0,1,1,0,0,0,0,1,1
0,17090,6,0,0,1,1,0,0,0,0,1,1
0,17091,6,0,0,1,1,0,0,0,0,1,1
0,17092,2,0,0,0,0,0,0,0,0,0,0
0,17093,0,0,0,0,0,0,0,0,0,0,0
0,17094,2,0,0,1,1,0,0,0,0,0,0
0,17095,0,0,0,0,0,0,0,0,0,0,0
0,17096,2,0,0,0,0,0,0,0,0,1,1
0,17097,2,0,0,0,0,0,0,0,0,0,0
0,17098,0,0,0,0,0,0,0,0,0,0,0
0,17099,0,0,0,0,0,0,0,0,0,0,0
0,17100,2,1,1,0,0,0,0,0,0,0,0
0,17101,2,0,0,1,1,0,0,0,0,0,0
0,17102,8,1,1,1,1,1,1,1,1,0,0
0,17103,10,1,1,1,1,1,1,1,1,1,1
0,17104,4,0,0,0,0,0,0,0,0,1,1
0,17105,4,0,0,1,1,0,0,0,0,0,0
0,17106,8,1,1,1,1,1,1,1,1,0,0
0,17107,0,0,0,0,0,0,0,0,0,0,0
0,17108,10,1,1,1,1,1,1,1,1,1,1
0,17109,4,0,0,1,1,0,0,0,0,0,0
0,17110,0,0,0,0,0,0,0,0,0,0,0
0,17111,2,1,1,0,0,0,0,0,0,0,0
0,17112,4,1,1,0,0,0,0,0,0,1,1
0,17113,6,1,1,0,0,0,0,0,0,1,1
0,17114,10,1,1,1,1,1,1,1,1,0,0
0,17115,0,0,0,0,0,0,0,0,0,0,0
0,17116,2,0,0,0,0,0,0,0,0,1,1
0,17117,4,1,1,0,0,0,0,0,0,0,0
0,17118,8,1,1,1,1,1,1,1,1,0,0
0,17119,2,0,0,1,1,0,0,0,0,0,0
0,17120,2,1,1,0,0,0,0,0,0,0,0
0,17121,2,0,0,1,1,0,0,0,0,0,0
0,17122,0,0,0,0,0,0,0,0,0,0,0
0,17123,2,1,1,0,0,0,0,0,0,0,0
0,17124,2,0,0,1,1,0,0,0,0,0,0
0,17125,8,1,1,1,1,1,1,1,1,0,0
0,17126,2,1,1,0,0,0,0,0,0,0,0
0,17127,2,1,1,0,0,0,0,0,0,0,0
0,17128,2,0,0,1,1,0,0,0,0,0,0
0,17129,4,0,0,1,1,0,0,0,0,1,1
0,17130,12,1,1,1,1,1,1,1,1,1,1
0,17131,4,1,1,0,0,0,0,0,0,0,0
0,17132,2,0,0,0,0,0,0,0,0,1,1
0,17133,4,1,1,0,0,0,0,0,0,0,0
0,17134,4,0,0,1,1,0,0,0,0,1,1
0,17135,2,0,0,0,0,0,0,0,0,0,0
0,17136,0,0,0,0,0,0,0,0,0,0,0
0,17137,0,0,0,0,0,0,0,0,0,0,0
0,17138,4,1,1,0,0,0,0,0,0,1,1
0,17139,6,0,0,1,1,0,0,0,0,1,1
0,17140,4,1,1,0,0,0,0,0,0,0,0
0,17141,2,0,0,1,1,0,0,0,0,0,0
0,17142,2,1,1,0,0,0,0,0,0,0,0
0,17143,8,1,1,1,1,1,1,1,1,0,0
0,17144,4,0,0,1,1,0,0,0,0,1,1
0,17145,4,1,1,0,0,0,0,0,0,0,0
0,17146,0,0,0,0,0,0,0,0,0,0,0
0,17147,0,0,0,0,0,0,0,0,0,0,0
0,17148,0,0,0,0,0,0,0,0,0,0,0
0,17149,0,0,0,0,0,0,0,0,0,0,0
0,17150,0,0,0,0,0,0,0,0,0,0,0
0,17151,4,0,0,1,1,0,0,0,0,1,1
0,17152,2,0,0,0,0,0,0,0,0,0,0
0,17153,10,1,1,1,1,1,1,1,1,1,1
0,17154,4,1,1,0,0,0,0,0,0,0,0
0,17155,2,1,1,0,0,0,0,0,0,0,0
0,17156,2,0,0,1,1,0,0,0,0,0,0
0,17157,4,0,0,1,1,0,0,0,0,1,1
0,17158,2,0,0,0,0,0,0,0,0,0,0
0,17159,10,1,1,1,1,1,1,1,1,1,1
0,17160,6,0,0,1,1,0,0,0,0,1,1
0,17161,10,1,1,1,1,1,1,1,1,0,0
0,17162,2,1,1,0,0,0,0,0,0,0,0
0,17163,2,0,0,0,0,0,0,0,0,1,1
0,17164,12,1,1,1,1,1,1,1,1,1,1
0,17165,2,0,0,0,0,0,0,0,0,0,0
0,17166,2,0,0,1,1,0,0,0,0,0,0
0,17167,2,0,0,1,1,0,0,0,0,0,0
0,17168,4,0,0,1,1,0,0,0,0,1,1
0,17169,6,1,1,0,0,0,0,0,0,1,1
0,17170,4,0,0,1,1,0,0,0,0,0,0
0,17171,10,1,1,1,1,1,1,1,1,1,1
0,17172,12,1,1,1,1,1,1,1,1,1,1
0,17173,6,1,1,0,0,0,0,0,0,1,1
0,17174,4,0,0,0,0,0,0,0,0,1,1
0,17175,2,0,0,0,0,0,0,0,0,0,0
0,17176,4,0,0,1,1,0,0,0,0,1,1
0,17177,6,1,1,0,0,0,0,0,0,1,1
0,17178,12,1,1,1,1,1,1,1,1,1,1
0,17179,12,1,1,1,1,1,1,1,1,1,1
0,17180,6,1,1,0,0,0,0,0,0,1,1
0,17181,6,1,1,0,0,0,0,0,0,1,1
0,17182,12,1,1,1,1,1,1,1,1,1,1
0,17183,4,0,0,0,0,0,0,0,0,1,1
0,17184,12,1,1,1,1,1,1,1,1,1,1
0,17185,12,1,1,1,1,1,1,1,1,1,1
0,17186,6,1,1,0,0,0,0,0,0,1,1
0,17187,4,0,0,1,1,0,0,0,0,0,0
0,17188,2,1,1,0,0,0,0,0,0,0,0
0,17189,4,1,1,0,0,0,0,0,0,1,1
0,17190,4,0,0,1,1,0,0,0,0,0,0
0,17191,10,1,1,1,1,1,1,1,1,1,1
0,17192,12,1,1,1,1,1,1,1,1,1,1
0,17193,4,1,1,0,0,0,0,0,0,0,0
0,17194,2,0,0,0,0,0,0,0,0,1,1
0,17195,2,0,0,0,0,0,0,0,0,0,0
0,17196,4,1,1,0,0,0,0,0,0,1,1
0,17197,4,0,0,1,1,0,0,0,0,0,0
0,17198,0,0,0,0,0,0,0,0,0,0,0
0,17199,0,0,0,0,0,0,0,0,0,0,0
0,17200,0,0,0,0,0,0,0,0,0,0,0
0,17201,0,0,0,0,0,0,0,0,0,0,0
0,17202,0,0,0,0,0,0,0,0,0,0,0
0,17203,2,1,1,0,0,0,0,0,0,0,0
0,17204,4,1,1,0,0,0,0,0,0,1,1
0,17205,6,1,1,0,0,0,0,0,0,1,1
0,17206,4,0,0,0,0,0,0,0,0,1,1
0,17207,4,1,1,0,0,0,0,0,0,0,0
0,17208,8,1,1,1,1,1,1,1,1,0,0
0,17209,4,0,0,1,1,0,0,0,0,1,1
0,17210,12,1,1,1,1,1,1,1,1,1,1
0,17211,6,1,1,0,0,0,0,0,0,1,1
0,17212,4,0,0,0,0,0,0,0,0,1,1
0,17213,6,0,0,1,1,0,0,0,0,1,1
0,17214,4,0,0,1,1,0,0,0,0,0,0
0,17215,2,0,0,0,0,0,0,0,0,1,1
0,17216,10,1,1,1,1,1,1,1,1,0,0
0,17217,4,0,0,1,1,0,0,0,0,1,1
0,17218,2,0,0,0,0,0,0,0,0,0,0
0,17219,0,0,0,0,0,0,0,0,0,0,0
0,17220,10,1,1,1,1,1,1,1,1,1,1
0,17221,6,1,1,0,0,0,0,0,0,1,1
0,17222,4,0,0,0,0,0,0,0,0,1,1
0,17223,6,1,1,0,0,0,0,0,0,1,1
0,17224,4,0,0,0,0,0,0,0,0,1,1
0,17225,2,0,0,0,0,0,0,0,0,0,0
0,17226,2,1,1,0,0,0,0,0,0,0,0
0,17227,8,1,1,1,1,1,1,1,1,0,0
0,17228,0,0,0,0,0,0,0,0,0,0,0
0,17229,2,0,0,0,0,0,0,0,0,1,1
0,17230,12,1,1,1,1,1,1,1,1,1,1
0,17231,10,1,1,1,1,1,1,1,1,0,0
0,17232,8,1,1,1,1,1,1,1,1,0,0
0,17233,2,0,0,1,1,0,0,0,0,0,0
0,17234,0,0,0,0,0,0,0,0,0,0,0
0,17235,4,0,0,1,1,0,0,0,0,1,1
0,17236,6,1,1,0,0,0,0,0,0,1,1
0,17237,4,0,0,0,0,0,0,0,0,1,1
0,17238,2,0,0,0,0,0,0,0,0,0,0
0,17239,4,0,0,1,1,0,0,0,0,1,1
0,17240,6,0,0,1,1,0,0,0,0,1,1
0,17241,4,1,1,0,0,0,0,0,0,0,0
0,17242,2,0,0,0,0,0,0,0,0,1,1
0,17243,6,1,1,0,0,0,0,0,0,1,1
0,17244,4,0,0,0,0,0,0,0,0,1,1
0,17245,4,1,1,0,0,0,0,0,0,0,0
0,17246,2,1,1,0,0,0,0,0,0,0,0
0,17247,2,0,0,0,0,0,0,0,0,1,1
0,17248,2,0,0,0,0,0,0,0,0,0,0
0,17249,0,0,0,0,0,0,0,0,0,0,0
0,17250,0,0,0,0,0,0,0,0,0,0,0
0,17251,0,0,0,0,0,0,0,0,0,0,0
0,17252,2,0,0,1,1,0,0,0,0,0,0
0,17253,2,1,1,0,0,0,0,0,0,0,0
0,17254,4,0,0,1,1,0,0,0,0,1,1
0,17255,12,1,1,1,1,1,1,1,1,1,1
0,17256,2,0,0,0,0,0,0,0,0,0,0
0,17257,0,0,0,0,0,0,0,0,0,0,0
0,17258,10,1,1,1,1,1,1,1,1,1,1
0,17259,4,1,1,0,0,0,0,0,0,0,0
0,17260,2,0,0,1,1,0,0,0,0,0,0
0,17261,4,1,1,0,0,0,0,0,0,1,1
0,17262,6,1,1,0,0,0,0,0,0,1,1
0,17263,10,1,1,1,1,1,1,1,1,0,0
0,17264,4,0,0,1,1,0,0,0,0,1,1
0,17265,4,0,0,1,1,0,0,0,0,0,0
0,17266,8,1,1,1,1,1,1,1,1,0,0
0,17267,0,0,0,0,0,0,0,0,0,0,0
0,17268,2,1,1,0,0,0,0,0,0,0,0
0,17269,8,1,1,1,1,1,1,1,1,0,0
0,17270,10,1,1,1,1,1,1,1,1,1,1
0,17271,2,0,0,0,0,0,0,0,0,0,0
0,17272,10,1,1,1,1,1,1,1,1,1,1
0,17273,6,1,1,0,0,0,0,0,0,1,1
0,17274,6,1,1,0,0,0,0,0,0,1,1
0,17275,4,0,0,1,1,0,0,0,0,0,0
0,17276,0,0,0,0,0,0,0,0,0,0,0
0,17277,4,0,0,1,1,0,0,0,0,1,1
0,17278,12,1,1,1,1,1,1,1,1,1,1
0,17279,6,0,0,1,1,0,0,0,0,1,1
0,17280,4,1,1,0,0,0,0,0,0,0,0
0,17281,4,1,1,0,0,0,0,0,0,1,1
0,17282,6,0,0,1,1,0,0,0,0,1,1
0,17283,6,0,0,1,1,0,0,0,0,1,1
0,17284,4,1,1,0,0,0,0,0,0,0,0
0,17285,2,0,0,1,1,0,0,0,0,0,0
0,17286,2,1,1,0,0,0,0,0,0,0,0
0,17287,4,1,1,0,0,0,0,0,0,1,1
0,17288,2,0,0,0,0,0,0,0,0,0,0
0,17289,2,1,1,0,0,0,0,0,0,0,0
0,17290,2,0,0,1,1,0,0,0,0,0,0
0,17291,0,0,0,0,0,0,0,0,0,0,0
0,17292,10,1,1,1,1,1,1,1,1,1,1
0,17293,6,1,1,0,0,0,0,0,0,1,1
0,17294,12,1,1,1,1,1,1,1,1,1,1
0,17295,6,0,0,1,1,0,0,0,0,1,1
0,17296,4,0,0,0,0,0,0,0,0,1,1
0,17297,6,0,0,1,1,0,0,0,0,1,1
0,17298,2,0,0,0,0,0,0,0,0,0,0
0,17299,2,1,1,0,0,0,0,0,0,0,0
0,17300,0,0,0,0,0,0,0,0,0,0,0
0,17301,0,0,0,0,0,0,0,0,0,0,0
0,17302,0,0,0,0,0,0,0,0,0,0,0
0,17303,0,0,0,0,0,0,0,0,0,0,0
0,17304,2,0,0,0,0,0,0,0,0,1,1
0,17305,4,0,0,1,1,0,0,0,0,0,0
0,17306,4,0,0,1,1,0,0,0,0,1,1
0,17307,4,0,0,1,1,0,0,0,0,0,0
0,17308,0,0,0,0,0,0,0,0,0,0,0
0,17309,2,0,0,0,0,0,0,0,0,1,1
0,17310,6,1,1,0,0,0,0,0,0,1,1
0,17311,10,1,1,1,1,1,1,1,1,0,0
0,17312,2,1,1,0,0,0,0,0,0,0,0
0,17313,4,0,0,1,1,0,0,0,0,1,1
0,17314,6,0,0,1,1,0,0,0,0,1,1
0,17315,4,1,1,0,0,0,0,0,0,0,0
0,17316,8,1,1,1,1,1,1,1,1,0,0
0,17317,0,0,0,0,0,0,0,0,0,0,0
0,17318,2,1,1,0,0,0,0,0,0,0,0
0,17319,4,1,1,0,0,0,0,0,0,1,1
0,17320,4,0,0,0,0,0,0,0,0,1,1
0,17321,6,0,0,1,1,0,0,0,0,1,1
0,17322,4,1,1,0,0,0,0,0,0,0,0
0,17323,4,0,0,1,1,0,0,0,0,1,1
0,17324,6,0,0,1,1,0,0,0,0,1,1
0,17325,6,0,0,1,1,0,0,0,0,1,1
0,17326,2,0,0,0,0,0,0,0,0,0,0
0,17327,0,0,0,0,0,0,0,0,0,0,0
0,17328,0,0,0,0,0,0,0,0,0,0,0
0,17329,10,1,1,1,1,1,1,1,1,1,1
0,17330,6,0,0,1,1,0,0,0,0,1,1
0,17331,6,0,0,1,1,0,0,0,0,1,1
0,17332,12,1,1,1,1,1,1,1,1,1,1
0,17333,12,1,1,1,1,1,1,1,1,1,1
0,17334,12,1,1,1,1,1,1,1,1,1,1
0,17335,4,1,1,0,0,0,0,0,0,0,0
0,17336,2,0,0,1,1,0,0,0,0,0,0
0,17337,10,1,1,1,1,1,1,1,1,1,1
0,17338,4,0,0,1,1,0,0,0,0,0,0
0,17339,0,0,0,0,0,0,0,0,0,0,0
0,17340,4,0,0,1,1,0,0,0,0,1,1
0,17341,10,1,1,1,1,1,1,1,1,0,0
0,17342,4,1,1,0,0,0,0,0,0,1,1
0,17343,6,0,0,1,1,0,0,0,0,1,1
0,17344,6,0,0,1,1,0,0,0,0,1,1
0,17345,6,0,0,1,1,0,0,0,0,1,1
0,17346,2,0,0,0,0,0,0,0,0,0,0
0,17347,0,0,0,0,0,0,0,0,0,0,0
0,17348,2,0,0,1,1,0,0,0,0,0,0
0,17349,0,0,0,0,0,0,0,0,0,0,0
0,17350,2,0,0,0,0,0,0,0,0,1,1
0,17351,2,0,0,0,0,0,0,0,0,0,0
0,17352,0,0,0,0,0,0,0,0,0,0,0
0,17353,0,0,0,0,0,0,0,0,0,0,0
0,17354,2,1,1,0,0,0,0,0,0,0,0
0,17355,2,0,0,1,1,0,0,0,0,0,0
0,17356,8,1,1,1,1,1,1,1,1,0,0
0,17357,10,1,1,1,1,1,1,1,1,1,1
0,17358,4,0,0,0,0,0,0,0,0,1,1
0,17359,4,0,0,1,1,0,0,0,0,0,0
0,17360,8,1,1,1,1,1,1,1,1,0,0
0,17361,0,0,0,0,0,0,0,0,0,0,0
0,17362,10,1,1,1,1,1,1,1,1,1,1
0,17363,4,0,0,1,1,0,0,0,0,0,0
0,17364,0,0,0,0,0,0,0,0,0,0,0
0,17365,2,1,1,0,0,0,0,0,0,0,0
0,17366,4,1,1,0,0,0,0,0,0,1,1
0,17367,6,1,1,0,0,0,0,0,0,1,1
0,17368,10,1,1,1,1,1,1,1,1,0,0
0,17369,0,0,0,0,0,0,0,0,0,0,0
0,17370,2,0,0,0,0,0,0,0,0,1,1
0,17371,4,1,1,0,0,0,0,0,0,0,0
0,17372,8,1,1,1,1,1,1,1,1,0,0
0,17373,2,0,0,1,1,0,0,0,0,0,0
0,17374,2,1,1,0,0,0,0,0,0,0,0
0,17375,2,0,0,1,1,0,0,0,0,0,0
0,17376,0,0,0,0,0,0,0,0,0,0,0
0,17377,2,1,1,0,0,0,0,0,0,0,0
0,17378,2,0,0,1,1,0,0,0,0,0,0
0,17379,8,1,1,1,1,1,1,1,1,0,0
0,17380,2,1,1,0,0,0,0,0,0,0,0
0,17381,2,1,1,0,0,0,0,0,0,0,0
0,17382,2,0,0,1,1,0,0,0,0,0,0
0,17383,4,0,0,1,1,0,0,0,0,1,1
0,17384,12,1,1,1,1,1,1,1,1,1,1
0,17385,4,1,1,0,0,0,0,0,0,0,0
0,17386,2,0,0,0,0,0,0,0,0,1,1
0,17387,4,1,1,0,0,0,0,0,0,0,0
0,17388,4,0,0,1,1,0,0,0,0,1,1
0,17389,2,0,0,0,0,0,0,0,0,0,0
0,17390,0,0,0,0,0,0,0,0,0,0,0
0,17391,0,0,0,0,0,0,0,0,0,0,0
0,17392,4,1,1,0,0,0,0,0,0,1,1
0,17393,6,0,0,1,1,0,0,0,0,1,1
0,17394,4,1,1,0,0,0,0,0,0,0,0
0,17395,2,0,0,1,1,0,0,0,0,0,0
0,17396,2,1,1,0,0,0,0,0,0,0,0
0,17397,8,1,1,1,1,1,1,1,1,0,0
0,17398,4,0,0,1,1,0,0,0,0,1,1
0,17399,4,1,1,0,0,0,0,0,0,0,0
0,17400,0,0,0,0,0,0,0,0,0,0,0
0,17401,0,0,0,0,0,0,0,0,0,0,0
0,17402,0,0,0,0,0,0,0,0,0,0,0
0,17403,0,0,0,0,0,0,0,0,0,0,0
0,17404,0,0,0,0,0,0,0,0,0,0,0
0,17405,4,0,0,1,1,0,0,0,0,1,1
0,17406,2,0,0,0,0,0,0,0,0,0,0
0,17407,10,1,1,1,1,1,1,1,1,1,1
0,17408,4,1,1,0,0,0,0,0,0,0,0
0,17409,2,1,1,0,0,0,0,0,0,0,0
0,17410,2,0,0,1,1,0,0,0,0,0,0
0,17411,4,0,0,1,1,0,0,0,0,1,1
0,17412,2,0,0,0,0,0,0,0,0,0,0
0,17413,10,1,1,1,1,1,1,1,1,1,1
0,17414,6,0,0,1,1,0,0,0,0,1,1
0,17415,10,1,1,1,1,1,1,1,1,0,0
0,17416,2,1,1,0,0,0,0,0,0,0,0
0,17417,2,0,0,0,0,0,0,0,0,1,1
0,17418,12,1,1,1,1,1,1,1,1,1,1
0,17419,2,0,0,0,0,0,0,0,0,0,0
0,17420,2,0,0,1,1,0,0,0,0,0,0
0,17421,2,0,0,1,1,0,0,0,0,0,0
0,17422,4,0,0,1,1,0,0,0,0,1,1
0,17423,6,1,1,0,0,0,0,0,0,1,1
0,17424,4,0,0,1,1,0,0,0,0,0,0
0,17425,10,1,1,1,1,1,1,1,1,1,1
0,17426,12,1,1,1,1,1,1,1,1,1,1
0,17427,6,1,1,0,0,0,0,0,0,1,1
0,17428,4,0,0,0,0,0,0,0,0,1,1
0,17429,2,0,0,0,0,0,0,0,0,0,0
0,17430,4,0,0,1,1,0,0,0,0,1,1
0,17431,6,1,1,0,0,0,0,0,0,1,1
0,17432,12,1,1,1,1,1,1,1,1,1,1
0,17433,12,1,1,1,1,1,1,1,1,1,1
0,17434,6,1,1,0,0,0,0,0,0,1,1
0,17435,6,1,1,0,0,0,0,0,0,1,1
0,17436,12,1,1,1,1,1,1,1,1,1,1
0,17437,4,0,0,0,0,0,0,0,0,1,1
0,17438,12,1,1,1,1,1,1,1,1,1,1
0,17439,12,1,1,1,1,1,1,1,1,1,1
0,17440,6,1,1,0,0,0,0,0,0,1,1
0,17441,4,0,0,1,1,0,0,0,0,0,0
0,17442,2,1,1,0,0,0,0,0,0,0,0
0,17443,4,1,1,0,0,0,0,0,0,1,1
0,17444,4,0,0,1,1,0,0,0,0,0,0
0,17445,10,1,1,1,1,1,1,1,1,1,1
0,17446,12,1,1,1,1,1,1,1,1,1,1
0,17447,4,1,1,0,0,0,0,0,0,0,0
0,17448,2,0,0,0,0,0,0,0,0,1,1
0,17449,2,0,0,0,0,0,0,0,0,0,0
0,17450,4,1,1,0,0,0,0,0,0,1,1
0,17451,4,0,0,1,1,0,0,0,0,0,0
0,17452,0,0,0,0,0,0,0,0,0,0,0
0,17453,0,0,0,0,0,0,0,0,0,0,0
0,17454,0,0,0,0,0,0,0,0,0,0,0
0,17455,0,0,0,0,0,0,0,0,0,0,0
0,17456,0,0,0,0,0,0,0,0,0,0,0
0,17457,2,1,1,0,0,0,0,0,0,0,0
0,17458,4,1,1,0,0,0,0,0,0,1,1
0,17459,6,1,1,0,0,0,0,0,0,1,1
0,17460,4,0,0,0,0,0,0,0,0,1,1
0,17461,4,1,1,0,0,0,0,0,0,0,0
0,17462,8,1,1,1,1,1,1,1,1,0,0
0,17463,4,0,0,1,1,0,0,0,0,1,1
0,17464,12,1,1,1,1,1,1,1,1,1,1
0,17465,6,1,1,0,0,0,0,0,0,1,1
0,17466,4,0,0,0,0,0,0,0,0,1,1
0,17467,6,0,0,1,1,0,0,0,0,1,1
0,17468,4,0,0,1,1,0,0,0,0,0,0
0,17469,2,0,0,0,0,0,0,0,0,1,1
0,17470,10,1,1,1,1,1,1,1,1,0,0
0,17471,4,0,0,1,1,0,0,0,0,1,1
0,17472,2,0,0,0,0,0,0,0,0,0,0
0,17473,0,0,0,0,0,0,0,0,0,0,0
0,17474,10,1,1,1,1,1,1,1,1,1,1
0,17475,6,1,1,0,0,0,0,0,0,1,1
0,17476,4,0,0,0,0,0,0,0,0,1,1
0,17477,6,1,1,0,0,0,0,0,0,1,1
0,17478,4,0,0,0,0,0,0,0,0,1,1
0,17479,2,0,0,0,0,0,0,0,0,0,0
0,17480,2,1,1,0,0,0,0,0,0,0,0
0,17481,8,1,1,1,1,1,1,1,1,0,0
0,17482,0,0,0,0,0,0,0,0,0,0,0
0,17483,2,0,0,0,0,0,0,0,0,1,1
0,17484,12,1,1,1,1,1,1,1,1,1,1
0,17485,10,1,1,1,1,1,1,1,1,0,0
0,17486,8,1,1,1,1,1,1,1,1,0,0
0,17487,2,0,0,1,1,0,0,0,0,0,0
0,17488,0,0,0,0,0,0,0,0,0,0,0
0,17489,4,0,0,1,1,0,0,0,0,1,1
0,17490,6,1,1,0,0,0,0,0,0,1,1
0,17491,4,0,0,0,0,0,0,0,0,1,1
0,17492,2,0,0,0,0,0,0,0,0,0,0
0,17493,4,0,0,1,1,0,0,0,0,1,1
0,17494,6,0,0,1,1,0,0,0,0,1,1
0,17495,4,1,1,0,0,0,0,0,0,0,0
0,17496,2,0,0,0,0,0,0,0,0,1,1
0,17497,6,1,1,0,0,0,0,0,0,1,1
0,17498,4,0,0,0,0,0,0,0,0,1,1
0,17499,4,1,1,0,0,0,0,0,0,0,0
0,17500,2,1,1,0,0,0,0,0,0,0,0
0,17501,2,0,0,0,0,0,0,0,0,1,1
0,17502,2,0,0,0,0,0,0,0,0,0,0
0,17503,0,0,0,0,0,0,0,0,0,0,0
0,17504,0,0,0,0,0,0,0,0,0,0,0
0,17505,0,0,0,0,0,0,0,0,0,0,0
0,17506,2,0,0,1,1,0,0,0,0,0,0
0,17507,2,1,1,0,0,0,0,0,0,0,0
0,17508,4,0,0,1,1,0,0,0,0,1,1
0,17509,12,1,1,1,1,1,1,1,1,1,1
0,17510,2,0,0,0,0,0,0,0,0,0,0
0,17511,0,0,0,0,0,0,0,0,0,0,0
0,17512,10,1,1,1,1,1,1,1,1,1,1
0,17513,4,1,1,0,0,0,0,0,0,0,0
0,17514,2,0,0,1,1,0,0,0,0,0,0
0,17515,4,1,1,0,0,0,0,0,0,1,1
0,17516,6,1,1,0,0,0,0,0,0,1,1
0,17517,10,1,1,1,1,1,1,1,1,0,0
0,17518,4,0,0,1,1,0,0,0,0,1,1
0,17519,4,0,0,1,1,0,0,0,0,0,0
0,17520,8,1,1,1,1,1,1,1,1,0,0
0,17521,0,0,0,0,0,0,0,0,0,0,0
0,17522,2,1,1,0,0,0,0,0,0,0,0
0,17523,8,1,1,1,1,1,1,1,1,0,0
0,17524,10,1,1,1,1,1,1,1,1,1,1
0,17525,2,0,0,0,0,0,0,0,0,0,0
0,17526,10,1,1,1,1,1,1,1,1,1,1
0,17527,6,1,1,0,0,0,0,0,0,1,1
0,17528,6,1,1,0,0,0,0,0,0,1,1
0,17529,4,0,0,1,1,0,0,0,0,0,0
0,17530,0,0,0,0,0,0,0,0,0,0,0
0,17531,4,0,0,1,1,0,0,0,0,1,1
0,17532,12,1,1,1,1,1,1,1,1,1,1
0,17533,6,0,0,1,1,0,0,0,0,1,1
0,17534,4,1,1,0,0,0,0,0,0,0,0
0,17535,4,1,1,0,0,0,0,0,0,1,1
0,17536,6,0,0,1,1,0,0,0,0,1,1
0,17537,6,0,0,1,1,0,0,0,0,1,1
0,17538,4,1,1,0,0,0,0,0,0,0,0
0,17539,2,0,0,1,1,0,0,0,0,0,0
0,17540,2,1,1,0,0,0,0,0,0,0,0
0,17541,4,1,1,0,0,0,0,0,0,1,1
0,17542,2,0,0,0,0,0,0,0,0,0,0
0,17543,2,1,1,0,0,0,0,0,0,0,0
0,17544,2,0,0,1,1,0,0,0,0,0,0
0,17545,0,0,0,0,0,0,0,0,0,0,0
0,17546,10,1,1,1,1,1,1,1,1,1,1
0,17547,6,1,1,0,0,0,0,0,0,1,1
0,17548,12,1,1,1,1,1,1,1,1,1,1
0,17549,6,0,0,1,1,0,0,0,0,1,1
0,17550,4,0,0,0,0,0,0,0,0,1,1
0,17551,6,0,0,1,1,0,0,0,0,1,1
0,17552,2,0,0,0,0,0,0,0,0,0,0
