population,cycle,hamming_weight,a_sh0_r,a_sh1_r,b_sh0_r,b_sh1_r,term_sh0,term_cross01,term_cross10,term_sh1,t0_sh0,t0_sh1
0,10681,2,0,0,1,1,0,0,0,0,0,0
0,10682,2,1,1,0,0,0,0,0,0,0,0
0,10683,4,1,1,0,0,0,0,0,0,1,1
0,10684,2,0,0,0,0,0,0,0,0,0,0
0,10685,2,1,1,0,0,0,0,0,0,0,0
0,10686,2,0,0,1,1,0,0,0,0,0,0
0,10687,0,0,0,0,0,0,0,0,0,0,0
0,10688,10,1,1,1,1,1,1,1,1,1,1
0,10689,6,1,1,0,0,0,0,0,0,1,1
0,10690,12,1,1,1,1,1,1,1,1,1,1
0,10691,6,0,0,1,1,0,0,0,0,1,1
0,10692,4,0,0,0,0,0,0,0,0,1,1
0,10693,6,0,0,1,1,0,0,0,0,1,1
0,10694,2,0,0,0,0,0,0,0,0,0,0
0,10695,2,1,1,0,0,0,0,0,0,0,0
0,10696,0,0,0,0,0,0,0,0,0,0,0
0,10697,0,0,0,0,0,0,0,0,0,0,0
0,10698,0,0,0,0,0,0,0,0,0,0,0
0,10699,0,0,0,0,0,0,0,0,0,0,0
0,10700,2,0,0,0,0,0,0,0,0,1,1
0,10701,4,0,0,1,1,0,0,0,0,0,0
0,10702,4,0,0,1,1,0,0,0,0,1,1
0,10703,4,0,0,1,1,0,0,0,0,0,0
0,10704,0,0,0,0,0,0,0,0,0,0,0
0,10705,2,0,0,0,0,0,0,0,0,1,1
0,10706,6,1,1,0,0,0,0,0,0,1,1
0,10707,10,1,1,1,1,1,1,1,1,0,0
0,10708,2,1,1,0,0,0,0,0,0,0,0
0,10709,4,0,0,1,1,0,0,0,0,1,1
0,10710,6,0,0,1,1,0,0,0,0,1,1
0,10711,4,1,1,0,0,0,0,0,0,0,0
0,10712,8,1,1,1,1,1,1,1,1,0,0
0,10713,0,0,0,0,0,0,0,0,0,0,0
0,10714,2,1,1,0,0,0,0,0,0,0,0
0,10715,4,1,1,0,0,0,0,0,0,1,1
0,10716,4,0,0,0,0,0,0,0,0,1,1
0,10717,6,0,0,1,1,0,0,0,0,1,1
0,10718,4,1,1,0,0,0,0,0,0,0,0
0,10719,4,0,0,1,1,0,0,0,0,1,1
0,10720,6,0,0,1,1,0,0,0,0,1,1
0,10721,6,0,0,1,1,0,0,0,0,1,1
0,10722,2,0,0,0,0,0,0,0,0,0,0
0,10723,0,0,0,0,0,0,0,0,0,0,0
0,10724,0,0,0,0,0,0,0,0,0,0,0
0,10725,10,1,1,1,1,1,1,1,1,1,1
0,10726,6,0,0,1,1,0,0,0,0,1,1
0,10727,6,0,0,1,1,0,0,0,0,1,1
0,10728,12,1,1,1,1,1,1,1,1,1,1
0,10729,12,1,1,1,1,1,1,1,1,1,1
0,10730,12,1,1,1,1,1,1,1,1,1,1
0,10731,4,1,1,0,0,0,0,0,0,0,0
0,10732,2,0,0,1,1,0,0,0,0,0,0
0,10733,10,1,1,1,1,1,1,1,1,1,1
0,10734,4,0,0,1,1,0,0,0,0,0,0
0,10735,0,0,0,0,0,0,0,0,0,0,0
0,10736,4,0,0,1,1,0,0,0,0,1,1
0,10737,10,1,1,1,1,1,1,1,1,0,0
0,10738,4,1,1,0,0,0,0,0,0,1,1
0,10739,6,0,0,1,1,0,0,0,0,1,1
0,10740,6,0,0,1,1,0,0,0,0,1,1
0,10741,6,0,0,1,1,0,0,0,0,1,1
0,10742,2,0,0,0,0,0,0,0,0,0,0
0,10743,0,0,0,0,0,0,0,0,0,0,0
0,10744,2,0,0,1,1,0,0,0,0,0,0
0,10745,0,0,0,0,0,0,0,0,0,0,0
0,10746,2,0,0,0,0,0,0,0,0,1,1
0,10747,2,0,0,0,0,0,0,0,0,0,0
0,10748,0,0,0,0,0,0,0,0,0,0,0
0,10749,0,0,0,0,0,0,0,0,0,0,0
0,10750,2,1,1,0,0,0,0,0,0,0,0
0,10751,2,0,0,1,1,0,0,0,0,0,0
0,10752,8,1,1,1,1,1,1,1,1,0,0
0,10753,10,1,1,1,1,1,1,1,1,1,1
0,10754,4,0,0,0,0,0,0,0,0,1,1
0,10755,4,0,0,1,1,0,0,0,0,0,0
0,10756,8,1,1,1,1,1,1,1,1,0,0
0,10757,0,0,0,0,0,0,0,0,0,0,0
0,10758,10,1,1,1,1,1,1,1,1,1,1
0,10759,4,0,0,1,1,0,0,0,0,0,0
0,10760,0,0,0,0,0,0,0,0,0,0,0
0,10761,2,1,1,0,0,0,0,0,0,0,0
0,10762,4,1,1,0,0,0,0,0,0,1,1
0,10763,6,1,1,0,0,0,0,0,0,1,1
0,10764,10,1,1,1,1,1,1,1,1,0,0
0,10765,0,0,0,0,0,0,0,0,0,0,0
0,10766,2,0,0,0,0,0,0,0,0,1,1
0,10767,4,1,1,0,0,0,0,0,0,0,0
0,10768,8,1,1,1,1,1,1,1,1,0,0
0,10769,2,0,0,1,1,0,0,0,0,0,0
0,10770,2,1,1,0,0,0,0,0,0,0,0
0,10771,2,0,0,1,1,0,0,0,0,0,0
0,10772,0,0,0,0,0,0,0,0,0,0,0
0,10773,2,1,1,0,0,0,0,0,0,0,0
0,10774,2,0,0,1,1,0,0,0,0,0,0
0,10775,8,1,1,1,1,1,1,1,1,0,0
0,10776,2,1,1,0,0,0,0,0,0,0,0
0,10777,2,1,1,0,0,0,0,0,0,0,0
0,10778,2,0,0,1,1,0,0,0,0,0,0
0,10779,4,0,0,1,1,0,0,0,0,1,1
0,10780,12,1,1,1,1,1,1,1,1,1,1
0,10781,4,1,1,0,0,0,0,0,0,0,0
0,10782,2,0,0,0,0,0,0,0,0,1,1
0,10783,4,1,1,0,0,0,0,0,0,0,0
0,10784,4,0,0,1,1,0,0,0,0,1,1
0,10785,2,0,0,0,0,0,0,0,0,0,0
0,10786,0,0,0,0,0,0,0,0,0,0,0
0,10787,0,0,0,0,0,0,0,0,0,0,0
0,10788,4,1,1,0,0,0,0,0,0,1,1
0,10789,6,0,0,1,1,0,0,0,0,1,1
0,10790,4,1,1,0,0,0,0,0,0,0,0
0,10791,2,0,0,1,1,0,0,0,0,0,0
0,10792,2,1,1,0,0,0,0,0,0,0,0
0,10793,8,1,1,1,1,1,1,1,1,0,0
0,10794,4,0,0,1,1,0,0,0,0,1,1
0,10795,4,1,1,0,0,0,0,0,0,0,0
0,10796,0,0,0,0,0,0,0,0,0,0,0
0,10797,0,0,0,0,0,0,0,0,0,0,0
0,10798,0,0,0,0,0,0,0,0,0,0,0
0,10799,0,0,0,0,0,0,0,0,0,0,0
0,10800,0,0,0,0,0,0,0,0,0,0,0
0,10801,4,0,0,1,1,0,0,0,0,1,1
0,10802,2,0,0,0,0,0,0,0,0,0,0
0,10803,10,1,1,1,1,1,1,1,1,1,1
0,10804,4,1,1,0,0,0,0,0,0,0,0
0,10805,2,1,1,0,0,0,0,0,0,0,0
0,10806,2,0,0,1,1,0,0,0,0,0,0
0,10807,4,0,0,1,1,0,0,0,0,1,1
0,10808,2,0,0,0,0,0,0,0,0,0,0
0,10809,10,1,1,1,1,1,1,1,1,1,1
0,10810,6,0,0,1,1,0,0,0,0,1,1
0,10811,10,1,1,1,1,1,1,1,1,0,0
0,10812,2,1,1,0,0,0,0,0,0,0,0
0,10813,2,0,0,0,0,0,0,0,0,1,1
0,10814,12,1,1,1,1,1,1,1,1,1,1
0,10815,2,0,0,0,0,0,0,0,0,0,0
0,10816,2,0,0,1,1,0,0,0,0,0,0
0,10817,2,0,0,1,1,0,0,0,0,0,0
0,10818,4,0,0,1,1,0,0,0,0,1,1
0,10819,6,1,1,0,0,0,0,0,0,1,1
0,10820,4,0,0,1,1,0,0,0,0,0,0
0,10821,10,1,1,1,1,1,1,1,1,1,1
0,10822,12,1,1,1,1,1,1,1,1,1,1
0,10823,6,1,1,0,0,0,0,0,0,1,1
0,10824,4,0,0,0,0,0,0,0,0,1,1
0,10825,2,0,0,0,0,0,0,0,0,0,0
0,10826,4,0,0,1,1,0,0,0,0,1,1
0,10827,6,1,1,0,0,0,0,0,0,1,1
0,10828,12,1,1,1,1,1,1,1,1,1,1
0,10829,12,1,1,1,1,1,1,1,1,1,1
0,10830,6,1,1,0,0,0,0,0,0,1,1
0,10831,6,1,1,0,0,0,0,0,0,1,1
0,10832,12,1,1,1,1,1,1,1,1,1,1
0,10833,4,0,0,0,0,0,0,0,0,1,1
0,10834,12,1,1,1,1,1,1,1,1,1,1
0,10835,12,1,1,1,1,1,1,1,1,1,1
0,10836,6,1,1,0,0,0,0,0,0,1,1
0,10837,4,0,0,1,1,0,0,0,0,0,0
0,10838,2,1,1,0,0,0,0,0,0,0,0
0,10839,4,1,1,0,0,0,0,0,0,1,1
0,10840,4,0,0,1,1,0,0,0,0,0,0
0,10841,10,1,1,1,1,1,1,1,1,1,1
0,10842,12,1,1,1,1,1,1,1,1,1,1
0,10843,4,1,1,0,0,0,0,0,0,0,0
0,10844,2,0,0,0,0,0,0,0,0,1,1
0,10845,2,0,0,0,0,0,0,0,0,0,0
0,10846,4,1,1,0,0,0,0,0,0,1,1
0,10847,4,0,0,1,1,0,0,0,0,0,0
0,10848,0,0,0,0,0,0,0,0,0,0,0
0,10849,0,0,0,0,0,0,0,0,0,0,0
0,10850,0,0,0,0,0,0,0,0,0,0,0
0,10851,0,0,0,0,0,0,0,0,0,0,0
0,10852,0,0,0,0,0,0,0,0,0,0,0
0,10853,2,1,1,0,0,0,0,0,0,0,0
0,10854,4,1,1,0,0,0,0,0,0,1,1
0,10855,6,1,1,0,0,0,0,0,0,1,1
0,10856,4,0,0,0,0,0,0,0,0,1,1
0,10857,4,1,1,0,0,0,0,0,0,0,0
0,10858,8,1,1,1,1,1,1,1,1,0,0
0,10859,4,0,0,1,1,0,0,0,0,1,1
0,10860,12,1,1,1,1,1,1,1,1,1,1
0,10861,6,1,1,0,0,0,0,0,0,1,1
0,10862,4,0,0,0,0,0,0,0,0,1,1
0,10863,6,0,0,1,1,0,0,0,0,1,1
0,10864,4,0,0,1,1,0,0,0,0,0,0
0,10865,2,0,0,0,0,0,0,0,0,1,1
0,10866,10,1,1,1,1,1,1,1,1,0,0
0,10867,4,0,0,1,1,0,0,0,0,1,1
0,10868,2,0,0,0,0,0,0,0,0,0,0
0,10869,0,0,0,0,0,0,0,0,0,0,0
0,10870,10,1,1,1,1,1,1,1,1,1,1
0,10871,6,1,1,0,0,0,0,0,0,1,1
0,10872,4,0,0,0,0,0,0,0,0,1,1
0,10873,6,1,1,0,0,0,0,0,0,1,1
0,10874,4,0,0,0,0,0,0,0,0,1,1
0,10875,2,0,0,0,0,0,0,0,0,0,0
0,10876,2,1,1,0,0,0,0,0,0,0,0
0,10877,8,1,1,1,1,1,1,1,1,0,0
0,10878,0,0,0,0,0,0,0,0,0,0,0
0,10879,2,0,0,0,0,0,0,0,0,1,1
0,10880,12,1,1,1,1,1,1,1,1,1,1
0,10881,10,1,1,1,1,1,1,1,1,0,0
0,10882,8,1,1,1,1,1,1,1,1,0,0
0,10883,2,0,0,1,1,0,0,0,0,0,0
0,10884,0,0,0,0,0,0,0,0,0,0,0
0,10885,4,0,0,1,1,0,0,0,0,1,1
0,10886,6,1,1,0,0,0,0,0,0,1,1
0,10887,4,0,0,0,0,0,0,0,0,1,1
0,10888,2,0,0,0,0,0,0,0,0,0,0
0,10889,4,0,0,1,1,0,0,0,0,1,1
0,10890,6,0,0,1,1,0,0,0,0,1,1
0,10891,4,1,1,0,0,0,0,0,0,0,0
0,10892,2,0,0,0,0,0,0,0,0,1,1
0,10893,6,1,1,0,0,0,0,0,0,1,1
0,10894,4,0,0,0,0,0,0,0,0,1,1
0,10895,4,1,1,0,0,0,0,0,0,0,0
0,10896,2,1,1,0,0,0,0,0,0,0,0
0,10897,2,0,0,0,0,0,0,0,0,1,1
0,10898,2,0,0,0,0,0,0,0,0,0,0
0,10899,0,0,0,0,0,0,0,0,0,0,0
0,10900,0,0,0,0,0,0,0,0,0,0,0
0,10901,0,0,0,0,0,0,0,0,0,0,0
0,10902,2,0,0,1,1,0,0,0,0,0,0
0,10903,2,1,1,0,0,0,0,0,0,0,0
0,10904,4,0,0,1,1,0,0,0,0,1,1
0,10905,12,1,1,1,1,1,1,1,1,1,1
0,10906,2,0,0,0,0,0,0,0,0,0,0
0,10907,0,0,0,0,0,0,0,0,0,0,0
0,10908,10,1,1,1,1,1,1,1,1,1,1
0,10909,4,1,1,0,0,0,0,0,0,0,0
0,10910,2,0,0,1,1,0,0,0,0,0,0
0,10911,4,1,1,0,0,0,0,0,0,1,1
0,10912,6,1,1,0,0,0,0,0,0,1,1
0,10913,10,1,1,1,1,1,1,1,1,0,0
0,10914,4,0,0,1,1,0,0,0,0,1,1
0,10915,4,0,0,1,1,0,0,0,0,0,0
0,10916,8,1,1,1,1,1,1,1,1,0,0
0,10917,0,0,0,0,0,0,0,0,0,0,0
0,10918,2,1,1,0,0,0,0,0,0,0,0
0,10919,8,1,1,1,1,1,1,1,1,0,0
0,10920,10,1,1,1,1,1,1,1,1,1,1
0,10921,2,0,0,0,0,0,0,0,0,0,0
0,10922,10,1,1,1,1,1,1,1,1,1,1
0,10923,6,1,1,0,0,0,0,0,0,1,1
0,10924,6,1,1,0,0,0,0,0,0,1,1
0,10925,4,0,0,1,1,0,0,0,0,0,0
0,10926,0,0,0,0,0,0,0,0,0,0,0
0,10927,4,0,0,1,1,0,0,0,0,1,1
0,10928,12,1,1,1,1,1,1,1,1,1,1
0,10929,6,0,0,1,1,0,0,0,0,1,1
0,10930,4,1,1,0,0,0,0,0,0,0,0
0,10931,4,1,1,0,0,0,0,0,0,1,1
0,10932,6,0,0,1,1,0,0,0,0,1,1
0,10933,6,0,0,1,1,0,0,0,0,1,1
0,10934,4,1,1,0,0,0,0,0,0,0,0
0,10935,2,0,0,1,1,0,0,0,0,0,0
0,10936,2,1,1,0,0,0,0,0,0,0,0
0,10937,4,1,1,0,0,0,0,0,0,1,1
0,10938,2,0,0,0,0,0,0,0,0,0,0
0,10939,2,1,1,0,0,0,0,0,0,0,0
0,10940,2,0,0,1,1,0,0,0,0,0,0
0,10941,0,0,0,0,0,0,0,0,0,0,0
0,10942,10,1,1,1,1,1,1,1,1,1,1
0,10943,6,1,1,0,0,0,0,0,0,1,1
0,10944,12,1,1,1,1,1,1,1,1,1,1
0,10945,6,0,0,1,1,0,0,0,0,1,1
0,10946,4,0,0,0,0,0,0,0,0,1,1
0,10947,6,0,0,1,1,0,0,0,0,1,1
0,10948,2,0,0,0,0,0,0,0,0,0,0
0,10949,2,1,1,0,0,0,0,0,0,0,0
0,10950,0,0,0,0,0,0,0,0,0,0,0
0,10951,0,0,0,0,0,0,0,0,0,0,0
0,10952,0,0,0,0,0,0,0,0,0,0,0
0,10953,0,0,0,0,0,0,0,0,0,0,0
0,10954,2,0,0,0,0,0,0,0,0,1,1
0,10955,4,0,0,1,1,0,0,0,0,0,0
0,10956,4,0,0,1,1,0,0,0,0,1,1
0,10957,4,0,0,1,1,0,0,0,0,0,0
0,10958,0,0,0,0,0,0,0,0,0,0,0
0,10959,2,0,0,0,0,0,0,0,0,1,1
0,10960,6,1,1,0,0,0,0,0,0,1,1
0,10961,10,1,1,1,1,1,1,1,1,0,0
0,10962,2,1,1,0,0,0,0,0,0,0,0
0,10963,4,0,0,1,1,0,0,0,0,1,1
0,10964,6,0,0,1,1,0,0,0,0,1,1
0,10965,4,1,1,0,0,0,0,0,0,0,0
0,10966,8,1,1,1,1,1,1,1,1,0,0
0,10967,0,0,0,0,0,0,0,0,0,0,0
0,10968,2,1,1,0,0,0,0,0,0,0,0
0,10969,4,1,1,0,0,0,0,0,0,1,1
0,10970,4,0,0,0,0,0,0,0,0,1,1
0,10971,6,0,0,1,1,0,0,0,0,1,1
0,10972,4,1,1,0,0,0,0,0,0,0,0
0,10973,4,0,0,1,1,0,0,0,0,1,1
0,10974,6,0,0,1,1,0,0,0,0,1,1
0,10975,6,0,0,1,1,0,0,0,0,1,1
0,10976,2,0,0,0,0,0,0,0,0,0,0
0,10977,0,0,0,0,0,0,0,0,0,0,0
0,10978,0,0,0,0,0,0,0,0,0,0,0
0,10979,10,1,1,1,1,1,1,1,1,1,1
0,10980,6,0,0,1,1,0,0,0,0,1,1
0,10981,6,0,0,1,1,0,0,0,0,1,1
0,10982,12,1,1,1,1,1,1,1,1,1,1
0,10983,12,1,1,1,1,1,1,1,1,1,1
0,10984,12,1,1,1,1,1,1,1,1,1,1
0,10985,4,1,1,0,0,0,0,0,0,0,0
0,10986,2,0,0,1,1,0,0,0,0,0,0
0,10987,10,1,1,1,1,1,1,1,1,1,1
0,10988,4,0,0,1,1,0,0,0,0,0,0
0,10989,0,0,0,0,0,0,0,0,0,0,0
0,10990,4,0,0,1,1,0,0,0,0,1,1
0,10991,10,1,1,1,1,1,1,1,1,0,0
0,10992,4,1,1,0,0,0,0,0,0,1,1
0,10993,6,0,0,1,1,0,0,0,0,1,1
0,10994,6,0,0,1,1,0,0,0,0,1,1
0,10995,6,0,0,1,1,0,0,0,0,1,1
0,10996,2,0,0,0,0,0,0,0,0,0,0
0,10997,0,0,0,0,0,0,0,0,0,0,0
0,10998,2,0,0,1,1,0,0,0,0,0,0
0,10999,0,0,0,0,0,0,0,0,0,0,0
0,11000,2,0,0,0,0,0,0,0,0,1,1
0,11001,2,0,0,0,0,0,0,0,0,0,0
0,11002,0,0,0,0,0,0,0,0,0,0,0
0,11003,0,0,0,0,0,0,0,0,0,0,0
0,11004,2,1,1,0,0,0,0,0,0,0,0
0,11005,2,0,0,1,1,0,0,0,0,0,0
0,11006,8,1,1,1,1,1,1,1,1,0,0
0,11007,10,1,1,1,1,1,1,1,1,1,1
0,11008,4,0,0,0,0,0,0,0,0,1,1
0,11009,4,0,0,1,1,0,0,0,0,0,0
0,11010,8,1,1,1,1,1,1,1,1,0,0
0,11011,0,0,0,0,0,0,0,0,0,0,0
0,11012,10,1,1,1,1,1,1,1,1,1,1
0,11013,4,0,0,1,1,0,0,0,0,0,0
0,11014,0,0,0,0,0,0,0,0,0,0,0
0,11015,2,1,1,0,0,0,0,0,0,0,0
0,11016,4,1,1,0,0,0,0,0,0,1,1
0,11017,6,1,1,0,0,0,0,0,0,1,1
0,11018,10,1,1,1,1,1,1,1,1,0,0
0,11019,0,0,0,0,0,0,0,0,0,0,0
0,11020,2,0,0,0,0,0,0,0,0,1,1
0,11021,4,1,1,0,0,0,0,0,0,0,0
0,11022,8,1,1,1,1,1,1,1,1,0,0
0,11023,2,0,0,1,1,0,0,0,0,0,0
0,11024,2,1,1,0,0,0,0,0,0,0,0
0,11025,2,0,0,1,1,0,0,0,0,0,0
0,11026,0,0,0,0,0,0,0,0,0,0,0
0,11027,2,1,1,0,0,0,0,0,0,0,0
0,11028,2,0,0,1,1,0,0,0,0,0,0
0,11029,8,1,1,1,1,1,1,1,1,0,0
0,11030,2,1,1,0,0,0,0,0,0,0,0
0,11031,2,1,1,0,0,0,0,0,0,0,0
0,11032,2,0,0,1,1,0,0,0,0,0,0
0,11033,4,0,0,1,1,0,0,0,0,1,1
0,11034,12,1,1,1,1,1,1,1,1,1,1
0,11035,4,1,1,0,0,0,0,0,0,0,0
0,11036,2,0,0,0,0,0,0,0,0,1,1
0,11037,4,1,1,0,0,0,0,0,0,0,0
0,11038,4,0,0,1,1,0,0,0,0,1,1
0,11039,2,0,0,0,0,0,0,0,0,0,0
0,11040,0,0,0,0,0,0,0,0,0,0,0
0,11041,0,0,0,0,0,0,0,0,0,0,0
0,11042,4,1,1,0,0,0,0,0,0,1,1
0,11043,6,0,0,1,1,0,0,0,0,1,1
0,11044,4,1,1,0,0,0,0,0,0,0,0
0,11045,2,0,0,1,1,0,0,0,0,0,0
0,11046,2,1,1,0,0,0,0,0,0,0,0
0,11047,8,1,1,1,1,1,1,1,1,0,0
0,11048,4,0,0,1,1,0,0,0,0,1,1
0,11049,4,1,1,0,0,0,0,0,0,0,0
0,11050,0,0,0,0,0,0,0,0,0,0,0
0,11051,0,0,0,0,0,0,0,0,0,0,0
0,11052,0,0,0,0,0,0,0,0,0,0,0
0,11053,0,0,0,0,0,0,0,0,0,0,0
0,11054,0,0,0,0,0,0,0,0,0,0,0
0,11055,4,0,0,1,1,0,0,0,0,1,1
0,11056,2,0,0,0,0,0,0,0,0,0,0
0,11057,10,1,1,1,1,1,1,1,1,1,1
0,11058,4,1,1,0,0,0,0,0,0,0,0
0,11059,2,1,1,0,0,0,0,0,0,0,0
0,11060,2,0,0,1,1,0,0,0,0,0,0
0,11061,4,0,0,1,1,0,0,0,0,1,1
0,11062,2,0,0,0,0,0,0,0,0,0,0
0,11063,10,1,1,1,1,1,1,1,1,1,1
0,11064,6,0,0,1,1,0,0,0,0,1,1
0,11065,10,1,1,1,1,1,1,1,1,0,0
0,11066,2,1,1,0,0,0,0,0,0,0,0
0,11067,2,0,0,0,0,0,0,0,0,1,1
0,11068,12,1,1,1,1,1,1,1,1,1,1
0,11069,2,0,0,0,0,0,0,0,0,0,0
0,11070,2,0,0,1,1,0,0,0,0,0,0
0,11071,2,0,0,1,1,0,0,0,0,0,0
0,11072,4,0,0,1,1,0,0,0,0,1,1
0,11073,6,1,1,0,0,0,0,0,0,1,1
0,11074,4,0,0,1,1,0,0,0,0,0,0
0,11075,10,1,1,1,1,1,1,1,1,1,1
0,11076,12,1,1,1,1,1,1,1,1,1,1
0,11077,6,1,1,0,0,0,0,0,0,1,1
0,11078,4,0,0,0,0,0,0,0,0,1,1
0,11079,2,0,0,0,0,0,0,0,0,0,0
0,11080,4,0,0,1,1,0,0,0,0,1,1
0,11081,6,1,1,0,0,0,0,0,0,1,1
0,11082,12,1,1,1,1,1,1,1,1,1,1
0,11083,12,1,1,1,1,1,1,1,1,1,1
0,11084,6,1,1,0,0,0,0,0,0,1,1
0,11085,6,1,1,0,0,0,0,0,0,1,1
0,11086,12,1,1,1,1,1,1,1,1,1,1
0,11087,4,0,0,0,0,0,0,0,0,1,1
0,11088,12,1,1,1,1,1,1,1,1,1,1
0,11089,12,1,1,1,1,1,1,1,1,1,1
0,11090,6,1,1,0,0,0,0,0,0,1,1
0,11091,4,0,0,1,1,0,0,0,0,0,0
0,11092,2,1,1,0,0,0,0,0,0,0,0
0,11093,4,1,1,0,0,0,0,0,0,1,1
0,11094,4,0,0,1,1,0,0,0,0,0,0
0,11095,10,1,1,1,1,1,1,1,1,1,1
0,11096,12,1,1,1,1,1,1,1,1,1,1
0,11097,4,1,1,0,0,0,0,0,0,0,0
0,11098,2,0,0,0,0,0,0,0,0,1,1
0,11099,2,0,0,0,0,0,0,0,0,0,0
0,11100,4,1,1,0,0,0,0,0,0,1,1
0,11101,4,0,0,1,1,0,0,0,0,0,0
0,11102,0,0,0,0,0,0,0,0,0,0,0
0,11103,0,0,0,0,0,0,0,0,0,0,0
0,11104,0,0,0,0,0,0,0,0,0,0,0
0,11105,0,0,0,0,0,0,0,0,0,0,0
0,11106,0,0,0,0,0,0,0,0,0,0,0
0,11107,2,1,1,0,0,0,0,0,0,0,0
0,11108,4,1,1,0,0,0,0,0,0,1,1
0,11109,6,1,1,0,0,0,0,0,0,1,1
0,11110,4,0,0,0,0,0,0,0,0,1,1
0,11111,4,1,1,0,0,0,0,0,0,0,0
0,11112,8,1,1,1,1,1,1,1,1,0,0
0,11113,4,0,0,1,1,0,0,0,0,1,1
0,11114,12,1,1,1,1,1,1,1,1,1,1
0,11115,6,1,1,0,0,0,0,0,0,1,1
0,11116,4,0,0,0,0,0,0,0,0,1,1
0,11117,6,0,0,1,1,0,0,0,0,1,1
0,11118,4,0,0,1,1,0,0,0,0,0,0
0,11119,2,0,0,0,0,0,0,0,0,1,1
0,11120,10,1,1,1,1,1,1,1,1,0,0
0,11121,4,0,0,1,1,0,0,0,0,1,1
0,11122,2,0,0,0,0,0,0,0,0,0,0
0,11123,0,0,0,0,0,0,0,0,0,0,0
0,11124,10,1,1,1,1,1,1,1,1,1,1
0,11125,6,1,1,0,0,0,0,0,0,1,1
0,11126,4,0,0,0,0,0,0,0,0,1,1
0,11127,6,1,1,0,0,0,0,0,0,1,1
0,11128,4,0,0,0,0,0,0,0,0,1,1
0,11129,2,0,0,0,0,0,0,0,0,0,0
0,11130,2,1,1,0,0,0,0,0,0,0,0
0,11131,8,1,1,1,1,1,1,1,1,0,0
0,11132,0,0,0,0,0,0,0,0,0,0,0
0,11133,2,0,0,0,0,0,0,0,0,1,1
0,11134,12,1,1,1,1,1,1,1,1,1,1
0,11135,10,1,1,1,1,1,1,1,1,0,0
0,11136,8,1,1,1,1,1,1,1,1,0,0
0,11137,2,0,0,1,1,0,0,0,0,0,0
0,11138,0,0,0,0,0,0,0,0,0,0,0
0,11139,4,0,0,1,1,0,0,0,0,1,1
0,11140,6,1,1,0,0,0,0,0,0,1,1
0,11141,4,0,0,0,0,0,0,0,0,1,1
0,11142,2,0,0,0,0,0,0,0,0,0,0
0,11143,4,0,0,1,1,0,0,0,0,1,1
0,11144,6,0,0,1,1,0,0,0,0,1,1
0,11145,4,1,1,0,0,0,0,0,0,0,0
0,11146,2,0,0,0,0,0,0,0,0,1,1
0,11147,6,1,1,0,0,0,0,0,0,1,1
0,11148,4,0,0,0,0,0,0,0,0,1,1
0,11149,4,1,1,0,0,0,0,0,0,0,0
0,11150,2,1,1,0,0,0,0,0,0,0,0
0,11151,2,0,0,0,0,0,0,0,0,1,1
0,11152,2,0,0,0,0,0,0,0,0,0,0
0,11153,0,0,0,0,0,0,0,0,0,0,0
0,11154,0,0,0,0,0,0,0,0,0,0,0
0,11155,0,0,0,0,0,0,0,0,0,0,0
0,11156,2,0,0,1,1,0,0,0,0,0,0
0,11157,2,1,1,0,0,0,0,0,0,0,0
0,11158,4,0,0,1,1,0,0,0,0,1,1
0,11159,12,1,1,1,1,1,1,1,1,1,1
0,11160,2,0,0,0,0,0,0,0,0,0,0
0,11161,0,0,0,0,0,0,0,0,0,0,0
0,11162,10,1,1,1,1,1,1,1,1,1,1
0,11163,4,1,1,0,0,0,0,0,0,0,0
0,11164,2,0,0,1,1,0,0,0,0,0,0
0,11165,4,1,1,0,0,0,0,0,0,1,1
0,11166,6,1,1,0,0,0,0,0,0,1,1
0,11167,10,1,1,1,1,1,1,1,1,0,0
0,11168,4,0,0,1,1,0,0,0,0,1,1
0,11169,4,0,0,1,1,0,0,0,0,0,0
0,11170,8,1,1,1,1,1,1,1,1,0,0
0,11171,0,0,0,0,0,0,0,0,0,0,0
0,11172,2,1,1,0,0,0,0,0,0,0,0
0,11173,8,1,1,1,1,1,1,1,1,0,0
0,11174,10,1,1,1,1,1,1,1,1,1,1
0,11175,2,0,0,0,0,0,0,0,0,0,0
0,11176,10,1,1,1,1,1,1,1,1,1,1
0,11177,6,1,1,0,0,0,0,0,0,1,1
0,11178,6,1,1,0,0,0,0,0,0,1,1
0,11179,4,0,0,1,1,0,0,0,0,0,0
0,11180,0,0,0,0,0,0,0,0,0,0,0
0,11181,4,0,0,1,1,0,0,0,0,1,1
0,11182,12,1,1,1,1,1,1,1,1,1,1
0,11183,6,0,0,1,1,0,0,0,0,1,1
0,11184,4,1,1,0,0,0,0,0,0,0,0
0,11185,4,1,1,0,0,0,0,0,0,1,1
0,11186,6,0,0,1,1,0,0,0,0,1,1
0,11187,6,0,0,1,1,0,0,0,0,1,1
0,11188,4,1,1,0,0,0,0,0,0,0,0
0,11189,2,0,0,1,1,0,0,0,0,0,0
0,11190,2,1,1,0,0,0,0,0,0,0,0
0,11191,4,1,1,0,0,0,0,0,0,1,1
0,11192,2,0,0,0,0,0,0,0,0,0,0
0,11193,2,1,1,0,0,0,0,0,0,0,0
0,11194,2,0,0,1,1,0,0,0,0,0,0
0,11195,0,0,0,0,0,0,0,0,0,0,0
